Role	Perspective	Actor Keyword(s)	Target Keyword(s)	Behavior Path	Animation Path(s)
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorMobilityInjuredLeft, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
